,name,sha,precision,type,weight_type,architecture,average_score,has_chat_template,ifeval,bbh,math,gpqa,musr,mmlu_pro,is_not_available_on_hub,is_merged,is_moe,is_flagged,is_official_provider,upload_date,submission_date,generation,base_model,hub_license,hub_hearts,params_billions,co2_cost
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.9-gamma-0.01_bfloat16_c88c6b65f751156e7bc04c738947387eb55747e9_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.9-gamma-0.01,c88c6b65f751156e7bc04c738947387eb55747e9,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,18.508789697368925,False,"{'name': 'IFEval', 'value': 0.2789963962286732, 'normalized_score': 27.899639622867326}","{'name': 'BBH', 'value': 0.48611535229340735, 'normalized_score': 27.22486881424896}","{'name': 'MATH Level 5', 'value': 0.0015105740181268882, 'normalized_score': 0.1510574018126888}","{'name': 'GPQA', 'value': 0.29446308724832215, 'normalized_score': 5.92841163310962}","{'name': 'MUSR', 'value': 0.5150104166666667, 'normalized_score': 24.242968750000003}","{'name': 'MMLU-PRO', 'value': 0.3304521276595745, 'normalized_score': 25.60579196217494}",True,True,False,False,False,2024-06-08,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.9-gamma-0.01 (Merge),apache-2.0,0,8.03,2.039531586586898
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.9-gamma-0.1_bfloat16_818f7e586444b551200862fb234c39bd48d69ae8_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.9-gamma-0.1,818f7e586444b551200862fb234c39bd48d69ae8,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,21.931665888548704,False,"{'name': 'IFEval', 'value': 0.4222784434190171, 'normalized_score': 42.22784434190171}","{'name': 'BBH', 'value': 0.5153764046315631, 'normalized_score': 31.124765884679533}","{'name': 'MATH Level 5', 'value': 0.07401812688821752, 'normalized_score': 7.401812688821751}","{'name': 'GPQA', 'value': 0.30788590604026844, 'normalized_score': 7.718120805369126}","{'name': 'MUSR', 'value': 0.4384270833333333, 'normalized_score': 13.670052083333337}","{'name': 'MMLU-PRO', 'value': 0.3650265957446808, 'normalized_score': 29.44739952718675}",True,True,False,False,False,2024-06-08,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.9-gamma-0.1 (Merge),apache-2.0,0,8.03,1.8704515446304006
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.1-gamma-0.01_bfloat16_861347cd643d396877d8e560367cf0717c671228_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.1-gamma-0.01,861347cd643d396877d8e560367cf0717c671228,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,22.174229898217675,False,"{'name': 'IFEval', 'value': 0.4358923212631374, 'normalized_score': 43.58923212631373}","{'name': 'BBH', 'value': 0.5040935986635269, 'normalized_score': 29.530012820716838}","{'name': 'MATH Level 5', 'value': 0.04833836858006042, 'normalized_score': 4.833836858006042}","{'name': 'GPQA', 'value': 0.3104026845637584, 'normalized_score': 8.05369127516779}","{'name': 'MUSR', 'value': 0.45315625, 'normalized_score': 16.344531249999992}","{'name': 'MMLU-PRO', 'value': 0.3762466755319149, 'normalized_score': 30.69407505910165}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.1-gamma-0.01 (Merge),apache-2.0,0,8.03,2.069728793671311
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.1-gamma-0.1_bfloat16_2647bc863e6ee686e7174366107eecbd4b37f62e_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.1-gamma-0.1,2647bc863e6ee686e7174366107eecbd4b37f62e,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,21.303402130290717,False,"{'name': 'IFEval', 'value': 0.4201551882338861, 'normalized_score': 42.01551882338861}","{'name': 'BBH', 'value': 0.501124270710985, 'normalized_score': 28.504906370089667}","{'name': 'MATH Level 5', 'value': 0.09818731117824774, 'normalized_score': 9.818731117824774}","{'name': 'GPQA', 'value': 0.30033557046979864, 'normalized_score': 6.711409395973152}","{'name': 'MUSR', 'value': 0.41502083333333334, 'normalized_score': 10.777604166666672}","{'name': 'MMLU-PRO', 'value': 0.3699301861702128, 'normalized_score': 29.99224290780142}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.1-gamma-0.1 (Merge),apache-2.0,0,8.03,1.6826316614050705
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.3-gamma-0.01_bfloat16_fa77530fe3723d7b15b06b88c3ca6110a8421742_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.3-gamma-0.01,fa77530fe3723d7b15b06b88c3ca6110a8421742,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,20.586572385911417,False,"{'name': 'IFEval', 'value': 0.35178659290682057, 'normalized_score': 35.178659290682056}","{'name': 'BBH', 'value': 0.49985217584312186, 'normalized_score': 29.136918888444114}","{'name': 'MATH Level 5', 'value': 0.023413897280966767, 'normalized_score': 2.3413897280966767}","{'name': 'GPQA', 'value': 0.3062080536912752, 'normalized_score': 7.494407158836691}","{'name': 'MUSR', 'value': 0.48710416666666667, 'normalized_score': 20.3546875}","{'name': 'MMLU-PRO', 'value': 0.3611203457446808, 'normalized_score': 29.01337174940898}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.3-gamma-0.01 (Merge),apache-2.0,0,8.03,2.1115852623492612
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.3-gamma-0.1_bfloat16_6fe73aa7f9c5b59297739166e9557089d39e5fc7_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.3-gamma-0.1,6fe73aa7f9c5b59297739166e9557089d39e5fc7,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,21.723601789562878,False,"{'name': 'IFEval', 'value': 0.42038014689911657, 'normalized_score': 42.03801468991166}","{'name': 'BBH', 'value': 0.5107301269172088, 'normalized_score': 30.244175919150706}","{'name': 'MATH Level 5', 'value': 0.08761329305135952, 'normalized_score': 8.761329305135952}","{'name': 'GPQA', 'value': 0.30453020134228187, 'normalized_score': 7.270693512304249}","{'name': 'MUSR', 'value': 0.42785416666666665, 'normalized_score': 11.915104166666671}","{'name': 'MMLU-PRO', 'value': 0.37101063829787234, 'normalized_score': 30.112293144208035}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.3-gamma-0.1 (Merge),apache-2.0,0,8.03,1.70367132552859
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.01_bfloat16_a31f86b538ba8b2983620cc27a741bc9a81a7e2f_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.01,a31f86b538ba8b2983620cc27a741bc9a81a7e2f,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,20.250340892451284,False,"{'name': 'IFEval', 'value': 0.34541682735142754, 'normalized_score': 34.54168273514276}","{'name': 'BBH', 'value': 0.4983827321097329, 'normalized_score': 29.32060751365874}","{'name': 'MATH Level 5', 'value': 0.02190332326283988, 'normalized_score': 2.190332326283988}","{'name': 'GPQA', 'value': 0.29697986577181207, 'normalized_score': 6.263982102908276}","{'name': 'MUSR', 'value': 0.49113541666666666, 'normalized_score': 21.058593749999996}","{'name': 'MMLU-PRO', 'value': 0.3531416223404255, 'normalized_score': 28.126846926713938}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.01 (Merge),apache-2.0,0,8.03,1.9053695429986484
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.1_bfloat16_f9d5bab1c1d0d6890e89b513225d13f68a1c6d75_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.1,f9d5bab1c1d0d6890e89b513225d13f68a1c6d75,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,21.442231277824096,False,"{'name': 'IFEval', 'value': 0.40916435058976847, 'normalized_score': 40.916435058976845}","{'name': 'BBH', 'value': 0.513665952913411, 'normalized_score': 30.693077471988918}","{'name': 'MATH Level 5', 'value': 0.08081570996978851, 'normalized_score': 8.08157099697885}","{'name': 'GPQA', 'value': 0.2953020134228188, 'normalized_score': 6.040268456375841}","{'name': 'MUSR', 'value': 0.43569791666666663, 'normalized_score': 13.262239583333335}","{'name': 'MMLU-PRO', 'value': 0.366938164893617, 'normalized_score': 29.659796099290777}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.1 (Merge),apache-2.0,0,8.03,1.5867146866582529
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.01_bfloat16_d30c75506feaec957dc73bc5c040159c310ecf4c_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.01,d30c75506feaec957dc73bc5c040159c310ecf4c,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,19.28808146621785,False,"{'name': 'IFEval', 'value': 0.29038728351884113, 'normalized_score': 29.03872835188411}","{'name': 'BBH', 'value': 0.4967337534367295, 'normalized_score': 28.739266057268594}","{'name': 'MATH Level 5', 'value': 0.014350453172205438, 'normalized_score': 1.4350453172205437}","{'name': 'GPQA', 'value': 0.29949664429530204, 'normalized_score': 6.599552572706939}","{'name': 'MUSR', 'value': 0.4990729166666667, 'normalized_score': 22.250781249999992}","{'name': 'MMLU-PRO', 'value': 0.34898603723404253, 'normalized_score': 27.665115248226947}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.01 (Merge),apache-2.0,0,8.03,1.8169628425306639
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.1_bfloat16_cd52bafe64e82d466d0bc590da5399f2299d24e1_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.1,cd52bafe64e82d466d0bc590da5399f2299d24e1,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,21.626887508307224,False,"{'name': 'IFEval', 'value': 0.41988036188424493, 'normalized_score': 41.98803618842449}","{'name': 'BBH', 'value': 0.5146905664948336, 'normalized_score': 31.007758447741608}","{'name': 'MATH Level 5', 'value': 0.08081570996978851, 'normalized_score': 8.08157099697885}","{'name': 'GPQA', 'value': 0.2986577181208054, 'normalized_score': 6.487695749440718}","{'name': 'MUSR', 'value': 0.43576041666666665, 'normalized_score': 13.136718750000002}","{'name': 'MMLU-PRO', 'value': 0.3615359042553192, 'normalized_score': 29.05954491725768}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.1 (Merge),apache-2.0,0,8.03,1.6125248160666634
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.01_bfloat16_4c30fdbe0708afefe50788ea640c3dfab294c77f_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.01,4c30fdbe0708afefe50788ea640c3dfab294c77f,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,19.06061039400886,False,"{'name': 'IFEval', 'value': 0.29131149793658606, 'normalized_score': 29.131149793658604}","{'name': 'BBH', 'value': 0.49182964384768835, 'normalized_score': 28.219373273671142}","{'name': 'MATH Level 5', 'value': 0.010574018126888218, 'normalized_score': 1.0574018126888218}","{'name': 'GPQA', 'value': 0.30033557046979864, 'normalized_score': 6.711409395973152}","{'name': 'MUSR', 'value': 0.4976770833333333, 'normalized_score': 21.976302083333326}","{'name': 'MMLU-PRO', 'value': 0.34541223404255317, 'normalized_score': 27.268026004728128}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.01 (Merge),apache-2.0,0,8.03,1.8012618523667672
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.1_bfloat16_378a7cad3e34a1a8b11e77edd95b02ff0d228da2_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.1,378a7cad3e34a1a8b11e77edd95b02ff0d228da2,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,21.361497158834098,False,"{'name': 'IFEval', 'value': 0.41623337189767595, 'normalized_score': 41.6233371897676}","{'name': 'BBH', 'value': 0.5138610942606995, 'normalized_score': 30.841602413783743}","{'name': 'MATH Level 5', 'value': 0.07779456193353475, 'normalized_score': 7.779456193353475}","{'name': 'GPQA', 'value': 0.29697986577181207, 'normalized_score': 6.263982102908276}","{'name': 'MUSR', 'value': 0.43172916666666666, 'normalized_score': 12.499479166666669}","{'name': 'MMLU-PRO', 'value': 0.3624501329787234, 'normalized_score': 29.161125886524825}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.1 (Merge),apache-2.0,0,8.03,1.8598235896259063
johnsutor/Llama-3-8B-Instruct_dare_linear_bfloat16_abb81fd8fdc2ad32f65befcb7ae369c9837cd563_False,johnsutor/Llama-3-8B-Instruct_dare_linear,abb81fd8fdc2ad32f65befcb7ae369c9837cd563,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,14.123522915539402,False,"{'name': 'IFEval', 'value': 0.21454961723781787, 'normalized_score': 21.454961723781786}","{'name': 'BBH', 'value': 0.4282807940700452, 'normalized_score': 19.610998997495773}","{'name': 'MATH Level 5', 'value': 0.0, 'normalized_score': 0.0}","{'name': 'GPQA', 'value': 0.2961409395973154, 'normalized_score': 6.152125279642054}","{'name': 'MUSR', 'value': 0.49792708333333335, 'normalized_score': 21.807552083333334}","{'name': 'MMLU-PRO', 'value': 0.24143949468085107, 'normalized_score': 15.715499408983453}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_dare_linear (Merge),apache-2.0,0,8.03,1.8205118781666902
johnsutor/Llama-3-8B-Instruct_dare_ties-density-0.1_bfloat16_e7a3a3b955d945f53da8301b958f0b90a28a62d3_False,johnsutor/Llama-3-8B-Instruct_dare_ties-density-0.1,e7a3a3b955d945f53da8301b958f0b90a28a62d3,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,11.632495167787908,False,"{'name': 'IFEval', 'value': 0.18907055501624578, 'normalized_score': 18.907055501624576}","{'name': 'BBH', 'value': 0.41187360174735804, 'normalized_score': 16.85891694951123}","{'name': 'MATH Level 5', 'value': 0.0007552870090634441, 'normalized_score': 0.0755287009063444}","{'name': 'GPQA', 'value': 0.27181208053691275, 'normalized_score': 2.9082774049216997}","{'name': 'MUSR', 'value': 0.46580208333333334, 'normalized_score': 16.991927083333334}","{'name': 'MMLU-PRO', 'value': 0.22647938829787234, 'normalized_score': 14.05326536643026}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_dare_ties-density-0.1 (Merge),apache-2.0,0,8.03,1.8222681657441384
johnsutor/Llama-3-8B-Instruct_dare_ties-density-0.3_bfloat16_6f966d14d7236f3da6d1ea9ce3bd9b20808e02a9_False,johnsutor/Llama-3-8B-Instruct_dare_ties-density-0.3,6f966d14d7236f3da6d1ea9ce3bd9b20808e02a9,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,15.96894703975495,False,"{'name': 'IFEval', 'value': 0.21132705665412216, 'normalized_score': 21.132705665412217}","{'name': 'BBH', 'value': 0.4558569854124363, 'normalized_score': 23.0949356647322}","{'name': 'MATH Level 5', 'value': 0.0015105740181268882, 'normalized_score': 0.1510574018126888}","{'name': 'GPQA', 'value': 0.29697986577181207, 'normalized_score': 6.263982102908276}","{'name': 'MUSR', 'value': 0.5069479166666667, 'normalized_score': 22.50182291666667}","{'name': 'MMLU-PRO', 'value': 0.30402260638297873, 'normalized_score': 22.669178486997634}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_dare_ties-density-0.3 (Merge),apache-2.0,0,8.03,1.846769484109694
johnsutor/Llama-3-8B-Instruct_dare_ties-density-0.7_bfloat16_b14b5cd07feb749e42b0567b1e387b390bed033e_False,johnsutor/Llama-3-8B-Instruct_dare_ties-density-0.7,b14b5cd07feb749e42b0567b1e387b390bed033e,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,16.77203043517005,False,"{'name': 'IFEval', 'value': 0.20338368861288048, 'normalized_score': 20.338368861288046}","{'name': 'BBH', 'value': 0.4722858888388635, 'normalized_score': 25.253545989338345}","{'name': 'MATH Level 5', 'value': 0.0030211480362537764, 'normalized_score': 0.3021148036253776}","{'name': 'GPQA', 'value': 0.3036912751677852, 'normalized_score': 7.158836689038028}","{'name': 'MUSR', 'value': 0.5110104166666667, 'normalized_score': 23.709635416666668}","{'name': 'MMLU-PRO', 'value': 0.3148271276595745, 'normalized_score': 23.869680851063833}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_dare_ties-density-0.7 (Merge),apache-2.0,0,8.03,2.0754243303213493
johnsutor/Llama-3-8B-Instruct_dare_ties-density-0.9_bfloat16__False,johnsutor/Llama-3-8B-Instruct_dare_ties-density-0.9,,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,17.30976967313407,False,"{'name': 'IFEval', 'value': 0.21607335203925582, 'normalized_score': 21.607335203925583}","{'name': 'BBH', 'value': 0.46639610671811504, 'normalized_score': 24.68762324471831}","{'name': 'MATH Level 5', 'value': 0.0015105740181268882, 'normalized_score': 0.1510574018126888}","{'name': 'GPQA', 'value': 0.30788590604026844, 'normalized_score': 7.718120805369126}","{'name': 'MUSR', 'value': 0.5230416666666667, 'normalized_score': 25.88020833333333}","{'name': 'MMLU-PRO', 'value': 0.3143284574468085, 'normalized_score': 23.814273049645386}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_dare_ties-density-0.9 (Merge),apache-2.0,0,8.03,2.659320863272562
johnsutor/Llama-3-8B-Instruct_linear_bfloat16_7449157fbc2e8b02e5b6e8ad56b4b2bd7ea82e9d_False,johnsutor/Llama-3-8B-Instruct_linear,7449157fbc2e8b02e5b6e8ad56b4b2bd7ea82e9d,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,21.370872595590694,False,"{'name': 'IFEval', 'value': 0.4308213318439518, 'normalized_score': 43.08213318439518}","{'name': 'BBH', 'value': 0.5031496839210309, 'normalized_score': 28.778577217548463}","{'name': 'MATH Level 5', 'value': 0.10045317220543806, 'normalized_score': 10.045317220543806}","{'name': 'GPQA', 'value': 0.2953020134228188, 'normalized_score': 6.040268456375841}","{'name': 'MUSR', 'value': 0.40971874999999996, 'normalized_score': 10.14817708333333}","{'name': 'MMLU-PRO', 'value': 0.37117686170212766, 'normalized_score': 30.13076241134751}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_linear (Merge),apache-2.0,0,8.03,1.6522123560637827
johnsutor/Llama-3-8B-Instruct_ties-density-0.1_bfloat16_84793f89ebe3be5b5bd9a797d4bbdf374c07419d_False,johnsutor/Llama-3-8B-Instruct_ties-density-0.1,84793f89ebe3be5b5bd9a797d4bbdf374c07419d,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,20.428512140604372,False,"{'name': 'IFEval', 'value': 0.41161229980895137, 'normalized_score': 41.161229980895136}","{'name': 'BBH', 'value': 0.5021445196013956, 'normalized_score': 28.768718884316495}","{'name': 'MATH Level 5', 'value': 0.07930513595166164, 'normalized_score': 7.930513595166164}","{'name': 'GPQA', 'value': 0.28859060402684567, 'normalized_score': 5.145413870246088}","{'name': 'MUSR', 'value': 0.417375, 'normalized_score': 10.671875000000002}","{'name': 'MMLU-PRO', 'value': 0.36003989361702127, 'normalized_score': 28.893321513002363}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_ties-density-0.1 (Merge),apache-2.0,0,8.03,1.5727219149830023
johnsutor/Llama-3-8B-Instruct_ties-density-0.3_bfloat16_8d051f3eec3fc93a4521073c2d290c4ff9144fc1_False,johnsutor/Llama-3-8B-Instruct_ties-density-0.3,8d051f3eec3fc93a4521073c2d290c4ff9144fc1,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,18.85496971399459,False,"{'name': 'IFEval', 'value': 0.3626278274977061, 'normalized_score': 36.26278274977061}","{'name': 'BBH', 'value': 0.49061122520005807, 'normalized_score': 27.724506656987163}","{'name': 'MATH Level 5', 'value': 0.06722054380664652, 'normalized_score': 6.722054380664652}","{'name': 'GPQA', 'value': 0.2961409395973154, 'normalized_score': 6.152125279642054}","{'name': 'MUSR', 'value': 0.40248958333333335, 'normalized_score': 10.477864583333336}","{'name': 'MMLU-PRO', 'value': 0.33211436170212766, 'normalized_score': 25.790484633569736}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_ties-density-0.3 (Merge),apache-2.0,0,8.03,1.9146706651081538
